age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
29,management,single,secondary,no,1915.5,no,no,cellular,20,jul,165,2,481,1,success,yes
35,management,single,secondary,no,481.5,no,no,cellular,21,jul,143,1,412,3,other,yes
27,management,single,tertiary,no,4282.5,no,no,cellular,22,jul,138,2,178,4,success,yes
38,management,single,tertiary,no,804.0,yes,no,cellular,22,jul,248,1,-1,0,unknown,yes
33,management,single,tertiary,no,219.0,no,no,cellular,23,jul,351,3,-1,0,unknown,yes
30,management,single,tertiary,no,4539.0,no,no,cellular,23,jul,251,1,535,1,failure,yes
29,management,single,tertiary,no,1477.5,yes,no,cellular,23,jul,396,2,-1,0,unknown,yes
37,management,single,secondary,no,2560.5,yes,no,cellular,26,jul,546,2,784,3,failure,yes
27,management,single,tertiary,no,466.5,no,no,cellular,28,jul,462,1,148,4,success,yes
32,management,single,tertiary,no,9207.0,no,no,cellular,29,jul,519,2,90,9,failure,yes
22,management,single,unknown,no,1848.0,no,no,cellular,30,jul,283,1,430,2,other,yes
34,management,single,tertiary,no,412.5,no,no,cellular,2,aug,196,2,455,23,other,yes
37,management,single,tertiary,no,93.0,yes,no,cellular,2,aug,428,2,272,8,success,yes
34,management,single,secondary,no,0.0,yes,no,cellular,3,aug,261,1,470,2,failure,yes
38,management,single,secondary,no,6025.5,no,no,cellular,4,aug,470,1,96,3,success,yes
29,management,single,tertiary,no,3294.0,no,no,cellular,5,aug,215,1,-1,0,unknown,yes
33,management,single,secondary,no,2304.0,no,no,cellular,6,aug,258,2,178,4,success,yes
37,management,single,secondary,no,847.5,no,no,cellular,6,aug,174,1,93,3,failure,yes
35,management,single,secondary,no,-48.0,no,yes,cellular,6,aug,366,2,178,9,success,yes
33,management,single,tertiary,no,2271.0,no,no,cellular,10,aug,447,1,728,2,failure,yes
24,management,single,secondary,no,2887.5,no,no,cellular,11,aug,1363,1,-1,0,unknown,yes
30,management,single,secondary,no,2668.5,no,no,cellular,11,aug,233,1,433,1,success,yes
34,management,single,secondary,no,480.0,yes,no,cellular,12,aug,352,1,828,2,failure,yes
39,management,single,secondary,no,2073.0,yes,no,cellular,12,aug,357,1,182,2,success,yes
35,management,single,tertiary,no,4327.5,no,no,cellular,13,aug,199,3,43,8,other,yes
33,management,single,secondary,no,726.0,yes,no,cellular,16,aug,205,3,182,9,success,yes
34,management,single,tertiary,no,937.5,no,yes,unknown,31,aug,34,1,-1,0,unknown,yes
34,management,single,tertiary,no,883.5,no,no,cellular,1,sep,300,1,44,3,other,yes
28,management,single,secondary,no,-69.0,yes,no,cellular,1,sep,199,1,92,14,success,yes
33,management,single,tertiary,no,408.0,yes,no,cellular,1,sep,293,2,92,3,success,yes
37,management,single,tertiary,no,10156.5,no,no,cellular,7,sep,337,1,186,1,success,yes
38,management,single,secondary,no,0.0,yes,no,cellular,8,sep,210,1,92,3,success,yes
39,management,single,tertiary,no,741.0,no,no,cellular,9,sep,216,1,183,5,success,yes
28,management,single,tertiary,no,2580.0,no,no,cellular,14,sep,230,1,91,4,success,yes
21,management,single,unknown,no,2259.0,no,no,cellular,14,sep,340,1,-1,0,unknown,yes
31,management,single,tertiary,no,7426.5,no,no,cellular,17,sep,285,3,81,3,failure,yes
37,management,single,tertiary,no,732.0,yes,no,cellular,17,sep,328,1,854,2,failure,yes
23,management,single,secondary,no,424.5,yes,no,cellular,22,sep,175,1,184,2,success,yes
25,management,single,tertiary,no,5853.0,no,no,cellular,23,sep,856,1,-1,0,unknown,yes
35,management,single,secondary,no,454.5,no,no,cellular,24,sep,173,2,190,10,other,yes
32,management,single,secondary,no,3139.5,no,no,cellular,24,sep,224,2,444,1,failure,yes
24,management,single,tertiary,no,589.5,no,no,cellular,27,sep,1298,1,-1,0,unknown,yes
28,management,single,tertiary,no,585.0,no,no,cellular,29,sep,845,1,232,4,success,yes
31,management,single,secondary,no,5266.5,no,no,cellular,6,oct,311,1,96,1,success,yes
26,management,single,tertiary,no,5199.0,no,no,cellular,6,oct,275,2,-1,0,unknown,yes
28,management,single,unknown,no,489.0,no,no,cellular,11,oct,450,1,231,1,success,yes
30,management,single,tertiary,no,753.0,no,no,cellular,11,oct,463,3,95,6,success,yes
27,management,single,tertiary,no,519.0,no,no,cellular,11,oct,212,1,-1,0,unknown,yes
26,management,single,secondary,no,3010.5,no,no,cellular,13,oct,194,1,92,5,success,yes
29,management,single,secondary,no,2887.5,no,no,cellular,21,oct,150,3,149,5,success,yes
34,management,single,secondary,no,1918.5,yes,no,cellular,21,oct,339,3,91,10,success,yes
38,management,single,tertiary,no,804.0,yes,no,cellular,22,oct,234,1,92,1,success,yes
25,management,single,secondary,no,1018.5,no,no,cellular,25,oct,297,5,94,6,other,yes
22,management,single,secondary,no,3732.0,no,no,cellular,8,nov,449,2,38,10,other,yes
29,management,single,tertiary,no,1147.5,no,no,cellular,16,nov,238,1,-1,0,unknown,yes
25,management,single,secondary,no,537.0,no,no,cellular,16,nov,330,1,-1,0,unknown,yes
23,management,single,tertiary,no,169.5,no,no,cellular,17,nov,266,1,-1,0,unknown,yes
25,management,single,secondary,no,757.5,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes
28,management,single,secondary,no,100.5,no,no,cellular,20,aug,329,3,199,2,other,yes
27,management,single,tertiary,no,520.5,no,no,cellular,6,aug,385,4,-1,0,unknown,yes
22,management,single,secondary,no,5973.0,no,no,cellular,20,apr,206,1,-1,0,unknown,yes
28,management,single,tertiary,no,723.0,no,no,cellular,25,may,119,1,-1,0,unknown,yes
29,management,single,tertiary,no,76.5,yes,no,cellular,17,jul,1319,5,-1,0,unknown,yes
27,management,single,secondary,no,441.0,yes,yes,unknown,28,may,694,2,-1,0,unknown,yes
32,management,single,tertiary,no,910.5,yes,no,unknown,18,jun,1060,5,-1,0,unknown,yes
36,management,single,tertiary,no,564.0,no,no,cellular,16,sep,173,1,-1,0,unknown,yes
28,management,single,tertiary,no,5434.5,no,no,cellular,10,mar,261,1,-1,0,unknown,yes
34,management,single,tertiary,no,103.5,no,yes,cellular,4,aug,120,3,1,6,success,yes
30,management,single,tertiary,no,2682.0,no,no,cellular,4,aug,288,1,181,2,failure,yes
37,management,single,secondary,no,0.0,yes,no,cellular,2,jun,107,1,-1,0,unknown,yes
32,management,single,tertiary,no,61.5,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
29,management,single,tertiary,no,357.0,no,no,cellular,25,may,344,2,88,1,failure,yes
25,management,single,tertiary,no,1846.5,no,no,cellular,31,aug,271,2,-1,0,unknown,yes
33,management,single,tertiary,no,2667.0,no,no,cellular,12,feb,388,1,-1,0,unknown,yes
35,management,single,secondary,no,3301.5,no,no,telephone,12,apr,350,1,-1,0,unknown,yes
34,management,single,secondary,no,0.0,yes,no,cellular,5,aug,231,2,2,3,success,yes
30,management,single,tertiary,no,4936.5,yes,no,unknown,19,may,1218,3,-1,0,unknown,yes
32,management,single,secondary,no,843.0,yes,no,unknown,30,may,722,3,-1,0,unknown,yes
33,management,single,tertiary,no,130.5,no,no,cellular,12,aug,978,1,-1,0,unknown,yes
30,management,single,tertiary,no,982.5,no,no,cellular,23,sep,272,4,184,1,success,yes
35,management,single,secondary,no,598.5,yes,no,cellular,13,may,496,2,345,3,failure,yes
29,management,single,tertiary,no,4935.0,no,no,cellular,23,mar,136,1,291,2,success,yes
22,management,single,secondary,no,49.5,no,no,cellular,12,feb,369,1,-1,0,unknown,yes
30,management,single,tertiary,no,0.0,yes,no,cellular,4,feb,730,2,-1,0,unknown,yes
21,management,single,secondary,no,3732.0,no,no,cellular,30,jun,258,6,169,3,success,yes
30,management,single,secondary,no,1897.5,yes,yes,unknown,26,may,414,2,-1,0,unknown,yes
33,management,single,tertiary,no,1224.0,yes,no,cellular,11,oct,383,2,503,2,failure,yes
28,management,single,tertiary,no,0.0,no,no,cellular,28,sep,294,2,105,7,other,yes
36,management,single,secondary,no,1299.0,yes,no,cellular,11,may,629,1,173,1,failure,yes
35,management,single,tertiary,no,11877.0,no,no,cellular,7,sep,497,1,-1,0,unknown,yes
27,management,single,secondary,no,3.0,yes,yes,cellular,6,may,554,2,356,1,failure,yes
36,management,single,secondary,no,4456.5,no,no,cellular,12,nov,247,1,97,8,failure,yes
27,management,single,secondary,no,319.5,no,no,cellular,27,mar,378,1,-1,0,unknown,yes
36,management,single,secondary,no,1546.5,no,no,cellular,17,jun,282,4,-1,0,unknown,yes
28,management,single,tertiary,no,3754.5,no,no,cellular,25,may,426,1,-1,0,unknown,yes
30,management,single,secondary,no,0.0,no,no,cellular,1,jun,318,1,-1,0,unknown,yes
29,management,single,tertiary,no,181.5,yes,no,unknown,30,may,1500,2,-1,0,unknown,yes
38,management,single,secondary,no,0.0,yes,no,cellular,21,oct,576,1,183,4,success,yes
35,management,single,secondary,no,282.0,yes,yes,unknown,5,jun,1865,2,-1,0,unknown,yes
28,management,single,secondary,no,2065.5,yes,no,cellular,14,may,688,2,-1,0,unknown,yes
35,management,single,tertiary,no,580.5,yes,no,cellular,8,may,1024,3,347,3,failure,yes
38,management,single,tertiary,no,577.5,yes,no,telephone,28,oct,154,1,-1,0,unknown,yes
38,management,single,tertiary,no,357.0,no,no,cellular,4,aug,139,1,92,3,failure,yes
31,management,single,tertiary,no,1996.5,no,no,cellular,30,apr,297,1,86,3,success,yes
35,management,single,tertiary,no,5316.0,yes,no,cellular,8,jun,380,1,-1,0,unknown,yes
34,management,single,tertiary,no,190.5,no,no,cellular,3,jun,117,1,-1,0,unknown,yes
35,management,single,tertiary,no,484.5,no,no,cellular,11,jan,261,2,-1,0,unknown,yes
28,management,single,primary,no,11188.5,yes,no,cellular,2,feb,981,5,269,2,failure,yes
25,management,single,secondary,no,6220.5,no,no,cellular,14,aug,211,3,-1,0,unknown,yes
26,management,single,tertiary,no,0.0,no,yes,telephone,1,jul,261,4,-1,0,unknown,yes
32,management,single,secondary,no,196.5,yes,no,cellular,22,jun,522,1,183,2,success,yes
28,management,single,tertiary,no,663.0,no,no,cellular,19,jun,474,3,95,3,other,yes
30,management,single,tertiary,no,925.5,no,no,cellular,27,feb,192,2,-1,0,unknown,yes
39,management,single,secondary,no,604.5,yes,no,cellular,7,may,1262,3,-1,0,unknown,yes
31,management,single,tertiary,no,196.5,no,no,cellular,18,feb,332,2,-1,0,unknown,yes
33,management,single,tertiary,no,2548.5,no,no,cellular,6,nov,178,2,94,1,success,yes
30,management,single,secondary,yes,-549.0,yes,no,cellular,18,jul,516,1,-1,0,unknown,yes
26,management,single,tertiary,no,7753.5,yes,no,cellular,25,may,397,1,35,2,failure,yes
30,management,single,secondary,no,1963.5,no,no,cellular,28,jan,622,1,-1,0,unknown,yes
36,management,single,tertiary,no,802.5,no,no,cellular,20,apr,150,2,-1,0,unknown,yes
35,management,single,tertiary,no,622.5,no,no,cellular,4,may,164,2,89,2,success,yes
32,management,single,secondary,no,52.5,no,no,cellular,17,dec,324,3,126,3,success,yes
29,management,single,secondary,no,459.0,yes,no,cellular,18,may,774,4,-1,0,unknown,yes
38,management,single,secondary,no,2217.0,no,no,cellular,12,aug,926,4,-1,0,unknown,yes
30,management,single,secondary,no,250.5,yes,no,cellular,10,jul,255,1,-1,0,unknown,yes
30,management,single,tertiary,no,457.5,no,no,cellular,4,feb,227,2,-1,0,unknown,yes
27,management,single,secondary,no,679.5,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
33,management,single,secondary,no,2143.5,yes,no,cellular,31,aug,268,8,-1,0,unknown,yes
22,management,single,tertiary,no,1170.0,no,no,cellular,17,mar,272,3,-1,0,unknown,yes
36,management,single,secondary,no,327.0,yes,no,cellular,4,may,619,6,-1,0,unknown,yes
33,management,single,tertiary,no,1906.5,yes,no,cellular,15,apr,636,3,330,1,failure,yes
31,management,single,tertiary,no,954.0,yes,no,cellular,4,may,352,4,-1,0,unknown,yes
39,management,single,secondary,no,6151.5,yes,no,cellular,18,feb,146,2,264,1,other,yes
25,management,single,secondary,no,187.5,no,no,cellular,9,feb,215,1,92,2,success,yes
32,management,single,tertiary,no,3804.0,yes,no,cellular,26,aug,958,6,-1,0,unknown,yes
34,management,single,secondary,no,1614.0,no,no,cellular,12,may,152,1,182,6,success,yes
19,management,single,primary,no,912.0,no,no,cellular,12,may,236,1,180,2,success,yes
35,management,single,secondary,no,516.0,no,no,cellular,27,aug,519,16,-1,0,unknown,yes
39,management,single,secondary,no,2380.5,yes,no,cellular,2,jun,171,3,-1,0,unknown,yes
34,management,single,secondary,no,364.5,yes,no,cellular,18,may,507,1,-1,0,unknown,yes
26,management,single,tertiary,no,22741.5,no,no,cellular,2,feb,280,1,-1,0,unknown,yes
34,management,single,tertiary,no,2308.5,yes,no,cellular,15,jun,441,1,56,1,other,yes
28,management,single,secondary,no,8644.5,no,yes,cellular,5,mar,196,2,-1,0,unknown,yes
33,management,single,secondary,no,-400.5,yes,no,cellular,20,apr,1030,3,-1,0,unknown,yes
25,management,single,secondary,no,427.5,no,no,cellular,3,jul,658,3,-1,0,unknown,yes
31,management,single,secondary,no,1632.0,yes,no,cellular,8,apr,575,2,-1,0,unknown,yes
32,management,single,tertiary,no,1707.0,no,no,telephone,10,feb,402,3,-1,0,unknown,yes
31,management,single,tertiary,no,531.0,no,no,cellular,21,apr,242,2,-1,0,unknown,yes
34,management,single,tertiary,no,103.5,no,yes,cellular,3,aug,263,3,251,3,success,yes
27,management,single,secondary,no,1156.5,no,no,cellular,21,oct,181,1,302,3,other,yes
30,management,single,tertiary,no,1374.0,no,no,cellular,29,dec,449,2,-1,0,unknown,yes
39,management,single,secondary,no,577.5,no,no,cellular,13,oct,242,1,48,2,failure,yes
24,management,single,secondary,no,834.0,yes,no,cellular,8,feb,278,1,94,4,success,yes
26,management,single,tertiary,no,291.0,no,no,cellular,22,apr,407,2,-1,0,unknown,yes
36,management,single,tertiary,no,511.5,no,no,cellular,13,aug,282,1,-1,0,unknown,yes
37,management,single,tertiary,no,234.0,no,no,cellular,19,nov,366,3,-1,0,unknown,yes
37,management,single,tertiary,no,0.0,yes,no,cellular,23,jul,366,6,-1,0,unknown,yes
37,management,single,tertiary,no,153.0,yes,no,cellular,6,may,445,1,258,2,failure,yes
36,management,single,secondary,no,1867.5,yes,no,unknown,6,jun,1469,9,-1,0,unknown,yes
39,management,single,secondary,no,250.5,yes,yes,cellular,12,may,612,1,-1,0,unknown,yes
36,management,single,tertiary,no,937.5,yes,no,cellular,18,jul,1360,9,-1,0,unknown,yes
29,management,single,tertiary,no,336.0,yes,no,cellular,24,apr,65,2,81,3,failure,yes
33,management,single,secondary,no,0.0,no,no,cellular,29,jul,454,6,-1,0,unknown,yes
31,management,single,tertiary,no,681.0,no,no,cellular,30,apr,266,1,-1,0,unknown,yes
32,management,single,secondary,no,771.0,yes,no,cellular,11,jul,812,1,-1,0,unknown,yes
27,management,single,tertiary,no,850.5,no,no,cellular,25,nov,238,2,184,1,success,yes
37,management,single,tertiary,no,5334.0,no,no,cellular,9,nov,268,1,-1,0,unknown,yes
26,management,single,tertiary,no,5916.0,yes,no,cellular,14,may,974,2,-1,0,unknown,yes
35,management,single,tertiary,no,0.0,no,no,cellular,3,jul,704,1,-1,0,unknown,yes
35,management,single,tertiary,no,651.0,yes,no,cellular,13,aug,1314,2,-1,0,unknown,yes
30,management,single,secondary,no,5292.0,no,no,cellular,4,aug,250,1,92,2,failure,yes
39,management,single,primary,no,655.5,yes,no,unknown,27,oct,150,1,-1,0,unknown,yes
34,management,single,tertiary,no,4678.5,no,no,cellular,16,oct,306,1,-1,0,unknown,yes
35,management,single,secondary,no,126.0,yes,yes,cellular,6,may,954,1,-1,0,unknown,yes
29,management,single,secondary,no,142.5,no,yes,cellular,3,feb,172,3,-1,0,unknown,yes
39,management,single,primary,no,10507.5,yes,no,cellular,28,jul,429,2,184,3,success,yes
38,management,single,tertiary,no,907.5,no,no,telephone,18,jun,1603,10,-1,0,unknown,yes
27,management,single,tertiary,no,4171.5,yes,no,cellular,24,may,168,1,389,1,failure,yes
28,management,single,tertiary,no,4087.5,no,no,cellular,16,jun,292,1,504,1,failure,yes
37,management,single,secondary,no,6.0,no,no,cellular,11,aug,933,1,-1,0,unknown,yes
34,management,single,tertiary,no,7.5,no,no,cellular,18,aug,370,2,-1,0,unknown,yes
34,management,single,secondary,no,232.5,no,no,cellular,5,feb,696,2,-1,0,unknown,yes
32,management,single,tertiary,no,79.5,no,no,cellular,22,aug,671,2,-1,0,unknown,yes
29,management,single,primary,no,2061.0,no,no,cellular,17,nov,309,3,208,4,success,yes
25,management,single,tertiary,no,4.5,yes,yes,cellular,16,apr,1034,1,-1,0,unknown,yes
29,management,single,secondary,no,12.0,yes,yes,cellular,10,jul,627,1,-1,0,unknown,yes
34,management,single,secondary,no,574.5,yes,no,unknown,13,may,2231,1,-1,0,unknown,yes
32,management,single,unknown,no,3567.0,no,no,cellular,17,nov,1132,2,-1,0,unknown,yes
34,management,single,secondary,no,72.0,yes,no,cellular,7,may,1806,2,287,3,other,yes
31,management,single,tertiary,no,2485.5,yes,yes,cellular,28,jan,872,1,-1,0,unknown,yes
37,management,single,tertiary,no,108.0,yes,yes,cellular,20,apr,885,5,150,7,failure,yes
26,management,single,secondary,no,2167.5,no,no,telephone,23,oct,171,1,-1,0,unknown,yes
39,management,single,unknown,no,1771.5,yes,no,cellular,30,jul,650,2,-1,0,unknown,yes
26,management,single,tertiary,no,252.0,no,no,cellular,30,apr,394,1,-1,0,unknown,yes
36,management,single,secondary,no,7081.5,no,no,cellular,9,jun,150,1,92,5,success,yes
34,management,single,secondary,no,1627.5,no,no,cellular,11,mar,101,7,-1,0,unknown,yes
23,management,single,secondary,no,1191.0,no,no,cellular,26,jul,607,3,171,3,other,yes
32,management,single,secondary,no,709.5,no,yes,cellular,10,aug,1064,1,95,3,success,yes
34,management,single,tertiary,no,118.5,yes,no,cellular,5,aug,203,1,92,5,success,yes
25,management,single,secondary,no,10654.5,yes,no,cellular,28,may,188,3,10,1,failure,yes
30,management,single,tertiary,no,12802.5,no,no,cellular,18,jun,393,2,-1,0,unknown,yes
36,management,single,tertiary,no,1389.0,no,no,cellular,14,apr,216,1,-1,0,unknown,yes
33,management,single,primary,no,916.5,no,no,telephone,16,sep,390,2,-1,0,unknown,yes
25,management,single,secondary,no,2785.5,yes,no,cellular,12,oct,187,1,91,12,success,yes
33,management,single,secondary,no,493.5,no,no,cellular,6,sep,224,1,145,2,other,yes
35,management,single,tertiary,no,916.5,no,no,cellular,1,oct,305,2,121,1,success,yes
22,management,single,primary,no,5208.0,no,no,cellular,20,oct,332,1,183,3,failure,yes
30,management,single,tertiary,no,153.0,yes,no,cellular,18,dec,364,3,-1,0,unknown,yes
34,management,single,tertiary,no,-867.0,yes,no,cellular,18,may,767,2,-1,0,unknown,yes
27,management,single,tertiary,no,109.5,no,no,cellular,10,feb,159,1,-1,0,unknown,yes
32,management,single,secondary,no,724.5,no,no,cellular,8,aug,580,3,-1,0,unknown,yes
39,management,single,tertiary,no,7570.5,no,no,cellular,29,apr,218,4,-1,0,unknown,yes
37,management,single,secondary,no,199.5,yes,no,cellular,11,may,1388,2,-1,0,unknown,yes
31,management,single,tertiary,no,19285.5,yes,no,telephone,4,may,483,4,87,2,success,yes
35,management,single,unknown,no,3489.0,yes,yes,cellular,16,sep,319,1,-1,0,unknown,yes
38,management,single,tertiary,no,2982.0,no,no,cellular,27,mar,164,2,130,2,failure,yes
36,management,single,tertiary,no,231.0,no,no,cellular,26,aug,556,7,-1,0,unknown,yes
31,management,single,secondary,no,285.0,no,no,cellular,30,apr,514,1,-1,0,unknown,yes
34,management,single,secondary,no,1200.0,no,no,cellular,5,apr,144,1,-1,0,unknown,yes
36,management,single,tertiary,no,8937.0,yes,no,cellular,22,sep,155,1,184,1,success,yes
34,management,single,tertiary,no,4575.0,yes,no,cellular,13,may,469,1,-1,0,unknown,yes
32,management,single,tertiary,no,3.0,yes,no,cellular,11,sep,100,2,-1,0,unknown,yes
38,management,single,tertiary,no,156.0,yes,no,cellular,6,may,606,3,-1,0,unknown,yes
25,management,single,secondary,no,153.0,no,yes,cellular,8,jul,574,2,-1,0,unknown,yes
32,management,single,tertiary,no,333.0,no,yes,cellular,15,jul,820,4,-1,0,unknown,yes
37,management,single,secondary,no,1470.0,no,no,cellular,8,aug,1306,5,-1,0,unknown,yes
39,management,single,primary,no,105.0,no,no,unknown,8,may,813,1,-1,0,unknown,yes
29,management,single,secondary,no,5292.0,no,no,cellular,8,oct,137,1,-1,0,unknown,yes
33,management,single,secondary,no,228.0,yes,no,cellular,25,may,202,2,365,2,success,yes
30,management,single,secondary,no,726.0,yes,no,unknown,6,may,703,1,-1,0,unknown,yes
39,management,single,secondary,no,2380.5,yes,no,cellular,8,sep,108,2,98,3,success,yes
35,management,single,tertiary,no,742.5,no,no,cellular,30,apr,266,1,87,1,failure,yes
27,management,single,secondary,no,5688.0,no,no,cellular,22,apr,279,2,-1,0,unknown,yes
28,management,single,tertiary,no,238.5,no,no,cellular,16,nov,449,2,33,4,success,yes
38,management,single,secondary,no,385.5,yes,no,cellular,30,apr,435,1,-1,0,unknown,yes
37,management,single,tertiary,no,382.5,no,no,cellular,24,feb,562,2,183,10,success,yes
24,management,single,secondary,no,-583.5,yes,yes,unknown,4,jun,1242,1,-1,0,unknown,yes
36,management,single,tertiary,no,546.0,no,yes,cellular,31,aug,185,1,123,1,failure,yes
32,management,single,tertiary,no,8271.0,no,no,cellular,22,apr,319,1,182,1,success,yes
29,management,single,tertiary,no,682.5,no,no,telephone,27,may,214,2,36,1,success,yes
37,management,single,tertiary,no,0.0,no,no,cellular,16,jul,268,2,182,3,success,yes
39,management,single,tertiary,no,0.0,yes,no,cellular,18,feb,224,3,-1,0,unknown,yes
29,management,single,tertiary,no,397.5,no,no,cellular,22,may,491,1,-1,0,unknown,yes
24,management,single,secondary,no,3859.5,no,no,cellular,24,may,375,2,-1,0,unknown,yes
38,management,single,tertiary,no,37.5,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes
37,management,single,tertiary,no,11916.0,no,no,cellular,21,nov,102,1,-1,0,unknown,no
35,management,single,secondary,no,520.5,no,no,unknown,20,jun,231,1,-1,0,unknown,no
29,management,single,secondary,no,1455.0,yes,no,cellular,13,may,240,1,-1,0,unknown,no
37,management,single,secondary,no,921.0,yes,no,unknown,20,may,185,1,-1,0,unknown,no
32,management,single,primary,no,-157.5,yes,yes,telephone,31,jul,454,19,-1,0,unknown,no
31,management,single,tertiary,no,126.0,no,no,cellular,6,aug,157,4,-1,0,unknown,no
33,management,single,primary,no,1401.0,yes,no,unknown,4,jun,244,2,-1,0,unknown,no
37,management,single,secondary,no,36.0,yes,no,cellular,13,aug,136,1,105,2,failure,no
32,management,single,tertiary,no,5542.5,yes,no,cellular,15,may,34,1,353,3,other,no
39,management,single,secondary,no,0.0,yes,no,unknown,6,may,262,1,-1,0,unknown,no
35,management,single,secondary,no,1716.0,no,no,cellular,20,aug,197,13,-1,0,unknown,no
31,management,single,tertiary,no,1701.0,no,no,cellular,6,feb,174,2,-1,0,unknown,no
34,management,single,tertiary,no,3070.5,yes,no,cellular,28,jul,57,5,-1,0,unknown,no
39,management,single,secondary,no,1.5,yes,no,unknown,26,may,506,2,-1,0,unknown,no
22,management,single,secondary,no,3243.0,no,no,telephone,2,feb,168,1,-1,0,unknown,no
31,management,single,secondary,no,505.5,no,no,unknown,12,may,51,1,-1,0,unknown,no
34,management,single,secondary,no,60.0,yes,no,cellular,17,jul,302,2,-1,0,unknown,no
28,management,single,secondary,no,184.5,yes,no,unknown,9,may,97,1,-1,0,unknown,no
35,management,single,secondary,no,1000.5,yes,no,cellular,14,may,10,5,324,27,other,no
32,management,single,secondary,no,924.0,yes,no,cellular,27,aug,118,7,-1,0,unknown,no
24,management,single,secondary,no,1948.5,yes,yes,cellular,18,may,113,2,-1,0,unknown,no
31,management,single,tertiary,no,-240.0,yes,no,unknown,28,may,202,2,-1,0,unknown,no
31,management,single,secondary,no,133.5,no,no,unknown,7,may,297,3,-1,0,unknown,no
25,management,single,tertiary,no,739.5,yes,no,unknown,4,jun,301,1,-1,0,unknown,no
35,management,single,tertiary,no,1767.0,yes,yes,cellular,15,apr,220,2,183,5,failure,no
34,management,single,tertiary,no,1122.0,yes,yes,cellular,6,may,161,1,-1,0,unknown,no
33,management,single,secondary,no,288.0,no,no,cellular,24,jul,255,1,-1,0,unknown,no
37,management,single,tertiary,no,-736.5,yes,no,cellular,5,feb,80,2,-1,0,unknown,no
27,management,single,secondary,no,414.0,yes,no,unknown,19,may,311,2,-1,0,unknown,no
39,management,single,secondary,no,4123.5,yes,no,cellular,19,nov,128,1,-1,0,unknown,no
29,management,single,tertiary,no,1827.0,no,no,cellular,30,jan,258,2,-1,0,unknown,no
32,management,single,tertiary,no,0.0,yes,no,cellular,20,apr,415,2,-1,0,unknown,no
30,management,single,tertiary,no,486.0,no,no,cellular,25,aug,585,4,-1,0,unknown,no
30,management,single,secondary,no,190.5,yes,no,cellular,18,may,16,6,368,1,other,no
36,management,single,primary,no,334.5,yes,no,unknown,14,jul,12,3,-1,0,unknown,no
35,management,single,secondary,no,0.0,yes,no,cellular,6,apr,139,1,-1,0,unknown,no
34,management,single,secondary,no,-385.5,yes,no,cellular,15,may,160,1,368,4,failure,no
38,management,single,secondary,no,52.5,yes,no,unknown,28,may,130,2,-1,0,unknown,no
30,management,single,secondary,no,1092.0,yes,no,cellular,5,feb,393,1,261,1,other,no
37,management,single,tertiary,no,0.0,no,no,unknown,6,jun,143,1,-1,0,unknown,no
29,management,single,secondary,no,9643.5,yes,yes,cellular,14,may,535,1,352,2,failure,no
34,management,single,tertiary,no,606.0,yes,no,cellular,5,feb,10,6,-1,0,unknown,no
38,management,single,secondary,no,4003.5,yes,no,cellular,20,apr,208,2,-1,0,unknown,no
37,management,single,unknown,no,1072.5,yes,no,unknown,20,may,247,2,-1,0,unknown,no
35,management,single,secondary,no,1011.0,yes,no,unknown,30,may,274,2,-1,0,unknown,no
33,management,single,tertiary,no,468.0,no,no,cellular,11,aug,271,1,369,3,failure,no
35,management,single,secondary,no,213.0,yes,no,cellular,7,may,266,2,168,1,failure,no
24,management,single,unknown,no,1173.0,no,no,cellular,4,may,12,7,91,1,other,no
31,management,single,primary,no,82.5,yes,yes,cellular,17,apr,340,2,-1,0,unknown,no
36,management,single,primary,no,3264.0,yes,no,unknown,28,may,52,2,-1,0,unknown,no
39,management,single,secondary,no,2082.0,yes,no,cellular,15,jul,150,5,-1,0,unknown,no
30,management,single,secondary,no,421.5,no,no,cellular,12,aug,105,2,-1,0,unknown,no
30,management,single,primary,no,1548.0,yes,no,unknown,29,may,52,5,-1,0,unknown,no
34,management,single,secondary,no,118.5,yes,no,unknown,23,may,83,1,-1,0,unknown,no
31,management,single,secondary,no,1807.5,yes,no,cellular,16,apr,462,1,328,2,other,no
39,management,single,secondary,no,334.5,no,no,cellular,4,feb,277,1,-1,0,unknown,no
33,management,single,tertiary,no,1885.5,yes,no,cellular,22,jul,66,1,-1,0,unknown,no
39,management,single,secondary,no,2104.5,no,no,cellular,11,may,214,8,326,2,failure,no
35,management,single,secondary,no,0.0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
38,management,single,secondary,no,259.5,yes,no,unknown,20,may,130,2,-1,0,unknown,no
39,management,single,unknown,no,0.0,yes,no,cellular,11,may,62,1,-1,0,unknown,no
32,management,single,tertiary,no,1701.0,no,no,cellular,28,aug,85,4,-1,0,unknown,no
37,management,single,secondary,no,358.5,yes,no,unknown,23,may,140,2,-1,0,unknown,no
35,management,single,tertiary,no,0.0,no,no,cellular,18,aug,276,5,-1,0,unknown,no
